threshold,f1,tp,fp,fn,splits,merges,val
0.65000004,0.6542056074705214,35,25,12,0,1,2
0.70000005,0.485981308406673,26,34,21,0,1,2
0.75000006,0.3738317756974408,20,40,27,0,1,2
0.8000001,0.2803738317730806,15,45,32,0,1,2
0.8500001,0.1308411214941043,7,53,40,0,1,2
0.9000001,0.0,0,60,47,0,1,2
0.5,0.6990291262068055,36,24,7,0,3,2
0.55,0.6990291262068055,36,24,7,0,3,2
0.6,0.6796116504788386,35,25,8,0,3,2
0.65000004,0.6019417475669714,31,29,12,0,3,2
0.70000005,0.4660194174712037,24,36,19,0,3,2
0.75000006,0.3883495145593364,20,40,23,0,3,2
0.8000001,0.1941747572796682,10,50,33,0,3,2
0.8500001,0.03883495145593364,2,58,41,0,3,2
0.9000001,0.0,0,60,43,0,3,2
0.5,0.6938775510133277,34,22,8,0,3,2
0.55,0.6938775510133277,34,22,8,0,3,2
0.6,0.6326530612180341,31,25,11,0,3,2
0.65000004,0.5102040816274469,25,31,17,0,3,2
0.70000005,0.4693877550972511,23,33,19,0,3,2
0.75000006,0.34693877550666385,17,39,25,0,3,2
0.8000001,0.2653061224462724,13,43,29,0,3,2
0.8500001,0.12244897959058725,6,50,36,0,3,2
0.9000001,0.04081632653019575,2,54,40,0,3,2
0.5,0.7160493827072092,29,17,6,0,2,2
0.55,0.7160493827072092,29,17,6,0,2,2
0.6,0.6419753086340496,26,20,9,0,2,2
0.65000004,0.5925925925852766,24,22,11,0,2,2
0.70000005,0.5185185185121169,21,25,14,0,2,2
0.75000006,0.3703703703657979,15,31,20,0,2,2
0.8000001,0.22222222221947874,9,37,26,0,2,2
0.8500001,0.0987654320975461,4,42,31,0,2,2
0.9000001,0.024691358024386524,1,45,34,0,2,2
0.5,0.6976744185965387,30,22,4,0,0,2
0.55,0.6511627906901027,28,24,6,0,0,2
0.6,0.6046511627836668,26,26,8,0,0,2
0.65000004,0.5581395348772309,24,28,10,0,0,2
0.70000005,0.4651162790643591,20,32,14,0,0,2
0.75000006,0.32558139534505137,14,38,20,0,0,2
